What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,TaskSubtype,CallDurationInSeconds,CallDisposition,CallType,Status,Priority,Subject
W_Opportunity.65526,W_User.13,2016-02-28 23:15:31,2016-03-08,W_Sales_Task.7341,Task,2710,Call Successful,Outbound,Completed,High,Follow up with Customer
W_Opportunity.65534,W_User.4,2016-04-06 02:50:19,2016-04-09,W_Sales_Task.7342,Call,2400,No Answer,Internal,On Hold,Normal,Demonstration for Key Stakeholders
W_Opportunity.65547,W_User.10,2015-11-12 08:21:51,2015-11-16,W_Sales_Task.7343,Call,2120,Call Successful,Internal,In Progress,Normal,Product Demo For Executive Team
W_Opportunity.65547,W_User.10,2015-11-18 04:08:55,2015-11-24,W_Sales_Task.7344,Task,3170,Call Successful,Inbound,Completed,Normal,Kickoff Meeting with Stakeholders
W_Opportunity.65554,W_User.5,2016-11-25 02:23:22,2016-11-25,W_Sales_Task.7345,Email,2170,Contacted,Internal,In Progress,Normal,Schedule Negotiation Call
W_Opportunity.65593,W_User.12,2016-11-26 15:31:16,2016-11-30,W_Sales_Task.7346,Task,780,Call Successful,Internal,Completed,Normal,Connect with VP of Sales
W_Opportunity.65609,W_User.3,2016-05-16 06:54:08,2016-05-18,W_Sales_Task.7347,Task,1620,Appointment Set,Outbound,Completed,Normal,Request Questions From Customer
W_Opportunity.65617,W_User.11,2016-07-19 05:21:49,2016-07-21,W_Sales_Task.7348,Task,2730,Left Message,Inbound,On Hold,Normal,Discuss Customer Requirements
W_Opportunity.65617,W_User.11,2016-08-01 03:20:13,2016-08-05,W_Sales_Task.7349,Task,2280,Call Successful,Outbound,Not Started,Normal,Prepare for Discovery Meeting
W_Opportunity.65618,W_User.4,2016-10-01 01:03:02,2016-10-07,W_Sales_Task.7350,Task,430,Call Successful,Outbound,In Progress,Normal,Other
W_Opportunity.65619,W_User.6,2017-04-20 14:50:18,2017-04-21,W_Sales_Task.7351,Task,660,Appointment Set,Inbound,Not Started,Normal,Send New Quote
W_Opportunity.65626,W_User.1,2016-08-05 22:14:22,2016-08-16,W_Sales_Task.7352,Task,2080,Left Voicemail,Inbound,Completed,Normal,Call Follow-Up and Thank You
W_Opportunity.65626,W_User.1,2016-08-02 06:57:54,2016-08-12,W_Sales_Task.7353,Task,1740,Appointment Set,Inbound,Not Started,High,Internal Deal Discussion
W_Opportunity.65628,W_User.10,2017-02-02 23:22:23,2017-02-04,W_Sales_Task.7354,Task,2220,Call Successful,Internal,Not Started,Normal,Quick Call with VP of Operations
W_Opportunity.65628,W_User.10,2017-02-02 18:40:14,2017-02-02,W_Sales_Task.7355,Task,1900,No Answer,Inbound,Not Started,Normal,Price Discussion
W_Opportunity.65631,W_User.7,2017-03-20 03:06:08,2017-03-26,W_Sales_Task.7356,Task,870,Appointment Set,Internal,Not Started,Normal,Cold Call with Prospect
W_Opportunity.65631,W_User.7,2017-03-21 15:24:25,2017-03-28,W_Sales_Task.7357,Task,1470,Left Message,Outbound,Completed,Normal,Review Meeting Notes
W_Opportunity.65639,W_User.8,2016-09-01 04:53:42,2016-09-12,W_Sales_Task.7358,Task,2330,Call Successful,Inbound,Completed,High,Follow Up To My Message
W_Opportunity.65639,W_User.8,2016-09-07 21:35:03,2016-09-09,W_Sales_Task.7359,Task,990,Call Successful,Outbound,In Progress,Normal,Reserve Venue for Customer Conference
W_Opportunity.65652,W_User.8,2015-07-11 09:35:17,2015-07-16,W_Sales_Task.7360,Task,1710,Busy,Outbound,Completed,Normal,Complete Product Certification
W_Opportunity.65652,W_User.8,2015-07-28 13:42:31,2015-08-09,W_Sales_Task.7361,Task,2300,Appointment Set,Inbound,In Progress,High,Touch Base with Champion
W_Opportunity.65660,W_User.2,2015-05-27 03:35:45,2015-06-07,W_Sales_Task.7362,Task,1630,Call Successful,Outbound,Not Started,Normal,Attend Social Media Best Practices Webinar
W_Opportunity.65661,W_User.11,2017-01-06 20:30:14,2017-01-08,W_Sales_Task.7363,Task,1900,Left Voicemail,Internal,Not Started,Normal,Discovery Meeting with Stakeholders
W_Opportunity.65669,W_User.9,2017-01-01 07:56:41,2017-01-03,W_Sales_Task.7364,Task,170,Appointment Set,Outbound,Not Started,Normal,Send Quote
W_Opportunity.65669,W_User.9,2017-01-12 08:16:54,2017-01-14,W_Sales_Task.7365,Task,1440,Call Unsuccessful,Outbound,On Hold,High,Executive Meeting Follow-up
W_Opportunity.65684,W_User.8,2016-02-01 21:27:53,2016-02-11,W_Sales_Task.7366,Task,1870,Call Successful,Outbound,In Progress,Normal,Call Connect with VP of Sales
W_Opportunity.65684,W_User.8,2016-01-29 16:02:49,2016-02-09,W_Sales_Task.7367,Task,720,No Answer,Outbound,Completed,Normal,Qualification Call with Stakeholders
W_Opportunity.65685,W_User.12,2016-05-12 14:06:14,2016-05-21,W_Sales_Task.7368,Task,3470,Call Successful,Internal,In Progress,Normal,Follow Up with Customer
W_Opportunity.65690,W_User.1,2016-01-10 11:27:42,2016-01-15,W_Sales_Task.7369,Task,2600,Appointment Set,Outbound,In Progress,Normal,Notes from Discovery Call
W_Opportunity.65690,W_User.1,2016-01-07 09:41:12,2016-01-14,W_Sales_Task.7370,Task,520,No Answer,Internal,Not Started,Normal,Revise Quote Based on Customer Conversation
W_Opportunity.65691,W_User.2,2016-08-30 11:37:33,2016-08-30,W_Sales_Task.7371,Task,3390,Appointment Set,Inbound,On Hold,Normal,Follow Up and Qualification
W_Opportunity.65691,W_User.2,2016-08-18 22:49:58,2016-08-19,W_Sales_Task.7372,Task,2730,Appointment Set,Inbound,Completed,Normal,Develop Content for Webinar
W_Opportunity.65732,W_User.3,2016-04-24 11:33:47,2016-05-02,W_Sales_Task.7373,Task,2290,Busy,Inbound,On Hold,Normal,Customer Feedback Session
W_Opportunity.65750,W_User.4,2016-08-08 19:21:17,2016-08-10,W_Sales_Task.7374,Task,2880,Contacted,Inbound,Not Started,Normal,Customer Success Review
W_Opportunity.65750,W_User.4,2016-08-08 17:58:16,2016-08-19,W_Sales_Task.7375,Task,1940,Appointment Set,Internal,In Progress,Normal,Called Decision Maker - CIO
W_Opportunity.65751,W_User.10,2016-11-27 15:58:05,2016-12-07,W_Sales_Task.7376,Task,700,Call Unsuccessful,Inbound,Completed,Normal,Call Connect with VP of Sales
W_Opportunity.65752,W_User.11,2016-05-04 13:11:14,2016-05-08,W_Sales_Task.7377,Call,790,Contacted,Internal,On Hold,Normal,Discovery Call Request
W_Opportunity.65752,W_User.11,2016-05-15 11:59:15,2016-05-25,W_Sales_Task.7378,Task,1610,Call Successful,Internal,Completed,Normal,Your Customer Has a Question About Their Bill
W_Opportunity.65757,W_User.2,2016-09-01 18:17:59,2016-09-12,W_Sales_Task.7379,Task,840,Appointment Set,Outbound,On Hold,High,Call with VP of Marketing
W_Opportunity.65757,W_User.2,2016-09-07 22:53:14,2016-09-13,W_Sales_Task.7380,Task,870,Call Successful,Outbound,Not Started,Normal,Social Media Strategy Meeting
W_Opportunity.65761,W_User.11,2016-05-24 07:43:27,2016-05-29,W_Sales_Task.7381,Task,3270,Call Successful,Outbound,Completed,Normal,Cold Call
W_Opportunity.65761,W_User.11,2016-05-30 10:26:50,2016-06-06,W_Sales_Task.7382,Task,1730,Call Successful,Internal,On Hold,High,Project Update Call
W_Opportunity.65765,W_User.8,2016-08-15 16:54:52,2016-08-20,W_Sales_Task.7383,Task,950,Appointment Set,Outbound,In Progress,Normal,Schedule Discovery Call
W_Opportunity.65778,W_User.6,2015-10-31 00:35:31,2015-11-04,W_Sales_Task.7384,Task,2850,No Answer,Inbound,Completed,Normal,Left Voicemail
W_Opportunity.65781,W_User.2,2017-01-04 15:14:27,2017-01-07,W_Sales_Task.7385,Task,3420,Call Successful,Outbound,On Hold,Normal,Review Case with Customer
W_Opportunity.65781,W_User.2,2017-01-04 03:03:15,2017-01-10,W_Sales_Task.7386,Task,100,Busy,Inbound,Completed,Normal,Conversation with Product Management
W_Opportunity.65784,W_User.6,2017-02-18 23:16:33,2017-02-23,W_Sales_Task.7387,Task,2100,Appointment Set,Inbound,On Hold,Normal,Update Account Plan for Strategy Review
W_Opportunity.65784,W_User.6,2017-02-16 13:51:15,2017-02-19,W_Sales_Task.7388,Task,2480,Call Successful,Internal,In Progress,Normal,Qualification Notes from Meeting
W_Opportunity.65787,W_User.6,2016-05-29 01:23:18,2016-06-05,W_Sales_Task.7389,Email,2970,Call Successful,Inbound,On Hold,Normal,Notes from Stakeholder Meeting
W_Opportunity.65794,W_User.7,2016-09-10 11:22:38,2016-09-21,W_Sales_Task.7390,Task,2760,Call Unsuccessful,Internal,In Progress,Normal,Discuss Requirements with CIO
W_Opportunity.65794,W_User.7,2016-09-14 12:23:24,2016-09-19,W_Sales_Task.7391,Task,3380,Call Successful,Inbound,Completed,Normal,Post-Meeting Follow-Up
W_Opportunity.65820,W_User.3,2016-07-24 09:47:35,2016-07-31,W_Sales_Task.7392,Task,60,Call Successful,Outbound,On Hold,Normal,Discovery Call Notes
W_Opportunity.65820,W_User.3,2016-08-04 09:48:59,2016-08-14,W_Sales_Task.7393,Task,2900,Appointment Set,Inbound,Completed,Normal,Mid-Year Review
W_Opportunity.65822,W_User.3,2017-02-20 16:21:53,2017-02-23,W_Sales_Task.7394,Task,2890,Call Successful,Outbound,Not Started,Normal,Call Connect with VP of Service
W_Opportunity.65830,W_User.11,2016-02-21 18:19:54,2016-02-29,W_Sales_Task.7395,Task,2670,Contacted,Inbound,On Hold,Normal,Send Questionnaire to Customer
W_Opportunity.65837,W_User.6,2015-07-01 07:05:34,2015-07-08,W_Sales_Task.7396,Task,2910,Appointment Set,Outbound,Not Started,Normal,2nd Mock Presentation
W_Opportunity.65837,W_User.6,2015-07-07 12:19:07,2015-07-13,W_Sales_Task.7397,Task,1470,Busy,Outbound,Completed,Normal,Check-in with Customer
W_Opportunity.65839,W_User.13,2017-03-09 15:02:16,2017-03-20,W_Sales_Task.7398,Task,1110,Appointment Set,Outbound,In Progress,Normal,Finalize Contract
W_Opportunity.65839,W_User.13,2017-03-14 09:48:02,2017-03-23,W_Sales_Task.7399,Task,2870,Contacted,Inbound,Completed,Normal,Notes from Discussion
W_Opportunity.65842,W_User.1,2015-11-26 07:03:56,2015-12-02,W_Sales_Task.7400,Task,2860,Contacted,Inbound,On Hold,High,Discovery Notes
W_Opportunity.65842,W_User.1,2015-11-28 04:17:36,2015-12-01,W_Sales_Task.7401,Task,3000,Appointment Set,Internal,In Progress,Normal,Discovery Call Notes
W_Opportunity.65844,W_User.6,2016-05-17 13:09:01,2016-05-30,W_Sales_Task.7402,Task,2990,Call Successful,Outbound,In Progress,Normal,Review Campaign Success and Plan Next Phase
W_Opportunity.65848,W_User.12,2016-01-01 05:09:38,2016-01-03,W_Sales_Task.7403,Task,2390,Left Message,Outbound,On Hold,Normal,Develop Outbound Call Script and Offers
W_Opportunity.65856,W_User.3,2015-11-06 12:37:14,2015-11-19,W_Sales_Task.7404,Task,1020,Call Successful,Outbound,Not Started,Normal,Call
W_Opportunity.65858,W_User.8,2016-04-20 13:25:21,2016-05-03,W_Sales_Task.7405,Task,750,Appointment Set,Inbound,Not Started,Normal,Channel Plan Status Call
W_Opportunity.65858,W_User.8,2016-04-17 19:17:30,2016-04-17,W_Sales_Task.7406,Task,2000,Call Successful,Outbound,Completed,Normal,Left Voicemail
W_Opportunity.65865,W_User.4,2015-08-07 10:48:21,2015-08-20,W_Sales_Task.7407,Task,3510,Busy,Internal,On Hold,Normal,Your customer has opened a Case
W_Opportunity.65870,W_User.1,2017-02-25 05:38:36,2017-03-01,W_Sales_Task.7408,Task,2300,No Answer,Inbound,In Progress,Normal,Follow Up and Qualification
W_Opportunity.65875,W_User.6,2016-04-26 03:10:19,2016-05-08,W_Sales_Task.7409,Task,3180,Appointment Set,Internal,Not Started,Normal,Send Updated Pricing and Contract
W_Opportunity.65881,W_User.13,2017-01-19 08:09:55,2017-02-01,W_Sales_Task.7410,Task,1110,Appointment Set,Internal,Not Started,Normal,Share Notes from Discussion
W_Opportunity.65909,W_User.3,2017-02-19 16:28:15,2017-02-24,W_Sales_Task.7411,Task,160,Appointment Set,Outbound,Not Started,High,Product Demo for Executive Team
W_Opportunity.65909,W_User.3,2017-02-19 20:15:30,2017-03-02,W_Sales_Task.7412,Task,2460,Call Successful,Inbound,Completed,Normal,Send Needs Questionnaire
W_Opportunity.65916,W_User.1,2015-08-01 11:34:07,2015-08-07,W_Sales_Task.7413,Task,410,Appointment Set,Inbound,On Hold,Normal,Discovery Call Notes
W_Opportunity.65936,W_User.6,2017-01-31 07:20:25,2017-02-02,W_Sales_Task.7414,Task,1020,Call Successful,Internal,On Hold,Normal,Cold Call to Director of Operations
W_Opportunity.65956,W_User.1,2016-03-01 12:16:56,2016-03-04,W_Sales_Task.7415,Task,3510,Busy,Inbound,In Progress,Normal,Arrange Travel for Guest Speaker
W_Opportunity.65956,W_User.1,2016-02-28 15:56:55,2016-03-12,W_Sales_Task.7416,Task,2210,Call Successful,Internal,Not Started,Normal,Request Needs Document
W_Opportunity.65966,W_User.12,2016-08-06 09:18:49,2016-08-13,W_Sales_Task.7417,Task,1380,Call Successful,Internal,On Hold,Normal,Left Voicemail
W_Opportunity.65995,W_User.6,2016-01-25 03:55:36,2016-02-03,W_Sales_Task.7418,Task,400,Call Successful,Inbound,Not Started,Normal,Send Thank You Message
W_Opportunity.65995,W_User.6,2016-01-27 13:51:53,2016-02-08,W_Sales_Task.7419,Task,320,Call Successful,Internal,Completed,Normal,Touch Base with Champion
W_Opportunity.66004,W_User.5,2015-09-26 11:17:16,2015-09-28,W_Sales_Task.7420,Task,750,Call Successful,Outbound,Completed,Normal,Prepare for Qualification Call
W_Opportunity.66007,W_User.9,2016-02-01 00:22:54,2016-02-03,W_Sales_Task.7421,Task,1520,No Answer,Outbound,In Progress,Normal,Customer Success Review
W_Opportunity.66007,W_User.9,2016-02-28 02:23:01,2016-03-02,W_Sales_Task.7422,Task,1730,Call Successful,Inbound,Not Started,Normal,Reserve Venue for Customer Conference
W_Opportunity.66008,W_User.9,2017-04-12 10:21:49,2017-04-15,W_Sales_Task.7423,Task,3110,Call Successful,Internal,Not Started,Normal,Called Decision Maker - CIO
W_Opportunity.66015,W_User.11,2015-11-26 05:03:23,2015-12-04,W_Sales_Task.7424,Task,340,Call Successful,Inbound,In Progress,Normal,Review Proposal
W_Opportunity.66022,W_User.5,2016-11-07 08:32:31,2016-11-19,W_Sales_Task.7425,Task,2400,No Answer,Internal,Not Started,High,Cold Call to Director of Services
W_Opportunity.66043,W_User.7,2016-08-12 13:00:54,2016-08-18,W_Sales_Task.7426,Task,1980,Call Successful,Outbound,On Hold,Normal,Engage Featured Speaker for Webinar
W_Opportunity.66043,W_User.7,2016-08-12 06:23:40,2016-08-12,W_Sales_Task.7427,Task,3290,Call Successful,Internal,In Progress,Normal,Get Requirements from Prospect
W_Opportunity.66050,W_User.4,2016-01-14 12:18:07,2016-01-18,W_Sales_Task.7428,Task,520,Call Successful,Outbound,In Progress,Normal,Call with Director of Operations
W_Opportunity.66052,W_User.12,2016-12-24 02:21:11,2017-01-04,W_Sales_Task.7429,Task,2760,No Answer,Outbound,Not Started,High,Notes From Discussion
W_Opportunity.66052,W_User.12,2016-12-30 10:42:24,2017-01-09,W_Sales_Task.7430,Task,2100,Appointment Set,Outbound,Completed,High,Generate Quote with T&C's
W_Opportunity.66063,W_User.2,2015-09-20 07:02:21,2015-09-27,W_Sales_Task.7431,Task,2790,Call Successful,Internal,Not Started,Normal,Cold Call to Director of Services
W_Opportunity.66076,W_User.6,2016-03-23 14:02:12,2016-03-28,W_Sales_Task.7432,Task,1380,Call Successful,Inbound,In Progress,Normal,Onsite Presentation to Executive Team
W_Opportunity.66076,W_User.6,2016-03-25 01:36:15,2016-04-01,W_Sales_Task.7433,Task,530,Appointment Set,Inbound,In Progress,Normal,Cold Call to Director of Services
W_Opportunity.66077,W_User.1,2016-02-19 10:01:34,2016-02-19,W_Sales_Task.7434,Email,2240,Call Unsuccessful,Outbound,In Progress,Normal,Touch Base with Champion
W_Opportunity.66083,W_User.8,2015-07-21 21:07:20,2015-07-24,W_Sales_Task.7435,Task,710,Appointment Set,Outbound,Completed,Normal,Notes From Discussion
W_Opportunity.66085,W_User.9,2016-06-11 11:43:54,2016-06-19,W_Sales_Task.7436,Task,890,No Answer,Outbound,Completed,Normal,Customer Service Follow-Up Call
W_Opportunity.66092,W_User.7,2015-11-13 15:37:29,2015-11-14,W_Sales_Task.7437,Task,2870,Call Successful,Internal,Completed,Normal,Request Questions From Customer
W_Opportunity.66096,W_User.11,2015-05-26 12:33:39,2015-06-01,W_Sales_Task.7438,Task,2650,Appointment Set,Inbound,On Hold,Normal,Send Revised Pricing
W_Opportunity.66096,W_User.11,2015-05-26 04:05:30,2015-05-30,W_Sales_Task.7439,Task,2870,No Answer,Inbound,In Progress,High,Cold Call with Prospect
W_Opportunity.66117,W_User.1,2017-03-11 13:14:03,2017-03-18,W_Sales_Task.7440,Task,3070,Call Successful,Internal,On Hold,Normal,Agree on Next Steps
W_Opportunity.66117,W_User.1,2017-03-15 07:50:16,2017-03-19,W_Sales_Task.7441,Task,3220,Appointment Set,Internal,Not Started,Normal,Check-in with Customer
W_Opportunity.66125,W_User.7,2016-06-09 06:16:21,2016-06-12,W_Sales_Task.7442,Task,540,Call Successful,Inbound,In Progress,Normal,Customer Success Review
W_Opportunity.66139,W_User.1,2016-10-24 09:19:17,2016-11-06,W_Sales_Task.7443,Task,1940,Appointment Set,Inbound,On Hold,Normal,Work with Marketing Team
W_Opportunity.66145,W_User.5,2016-01-28 11:18:33,2016-02-06,W_Sales_Task.7444,Call,1640,Call Successful,Inbound,On Hold,Normal,Prep Sales Presentation
W_Opportunity.66145,W_User.5,2016-01-29 20:54:23,2016-01-30,W_Sales_Task.7445,Task,3410,Appointment Set,Internal,On Hold,Normal,Finalize Contract
W_Opportunity.66146,W_User.10,2017-01-03 07:25:38,2017-01-13,W_Sales_Task.7446,Task,2730,Appointment Set,Inbound,Not Started,High,Request Requirements List from Prospect
W_Opportunity.66146,W_User.10,2016-12-28 03:52:43,2017-01-04,W_Sales_Task.7447,Task,1840,Call Successful,Internal,In Progress,Normal,Setup & Run the First Manager Certification Class
W_Opportunity.66150,W_User.6,2016-08-08 00:20:01,2016-08-15,W_Sales_Task.7448,Task,1760,Call Unsuccessful,Outbound,Completed,Normal,Review Proof-of-Concept with Project Team
W_Opportunity.66158,W_User.4,2015-07-21 18:45:22,2015-07-25,W_Sales_Task.7449,Task,3410,Call Successful,Outbound,On Hold,Normal,Identify Keywords That Drive Traffic
W_Opportunity.66158,W_User.4,2015-07-29 06:15:37,2015-08-09,W_Sales_Task.7450,Task,220,Contacted,Inbound,Completed,Normal,Called Decision Maker - CIO
W_Opportunity.66177,W_User.2,2017-03-09 18:34:41,2017-03-13,W_Sales_Task.7451,Task,2400,Call Unsuccessful,Internal,In Progress,Normal,Prepare for Discovery Meeting
W_Opportunity.66177,W_User.2,2017-03-08 02:30:35,2017-03-21,W_Sales_Task.7452,Task,1950,Call Successful,Outbound,Not Started,Normal,Channel Plan Status Call
W_Opportunity.66189,W_User.12,2016-08-27 15:15:45,2016-08-30,W_Sales_Task.7453,Task,2340,Appointment Set,Internal,Completed,High,Customer Success Review
W_Opportunity.66189,W_User.12,2016-08-19 11:25:56,2016-08-20,W_Sales_Task.7454,Task,2200,Appointment Set,Internal,Completed,Normal,Call to Schedule Presentation
W_Opportunity.66193,W_User.1,2015-08-07 14:55:53,2015-08-19,W_Sales_Task.7455,Email,1100,Appointment Set,Internal,Completed,Normal,Connect with VP of Sales
W_Opportunity.66193,W_User.1,2015-08-11 08:49:28,2015-08-12,W_Sales_Task.7456,Task,3160,Appointment Set,Outbound,In Progress,Normal,Engage Featured Speaker for Webinar
W_Opportunity.66200,W_User.4,2016-10-08 21:48:35,2016-10-19,W_Sales_Task.7457,Task,2920,Call Successful,Internal,On Hold,High,Customer Service Follow-Up Call
W_Opportunity.66200,W_User.4,2016-10-30 07:50:06,2016-11-07,W_Sales_Task.7458,Task,3130,Appointment Set,Inbound,Not Started,Normal,Onsite Presentation to Executive Team
W_Opportunity.66206,W_User.9,2016-02-10 18:10:02,2016-02-12,W_Sales_Task.7459,Task,2530,Call Successful,Outbound,Not Started,Normal,Send Questionnaire to Customer
W_Opportunity.66210,W_User.3,2016-08-31 12:30:38,2016-09-03,W_Sales_Task.7460,Task,830,Call Successful,Internal,Completed,Normal,Prepare for Discovery Meeting
W_Opportunity.66210,W_User.3,2016-09-01 12:41:12,2016-09-04,W_Sales_Task.7461,Task,1170,Call Successful,Inbound,Not Started,High,Tradeshow Preparation
W_Opportunity.66212,W_User.3,2016-08-03 05:04:30,2016-08-08,W_Sales_Task.7462,Task,2550,Appointment Set,Internal,Not Started,High,Project Update Call
W_Opportunity.66215,W_User.7,2017-02-07 10:33:05,2017-02-12,W_Sales_Task.7463,Task,1060,Call Successful,Internal,In Progress,High,Left Voicemail
W_Opportunity.66215,W_User.7,2017-02-05 21:45:53,2017-02-17,W_Sales_Task.7464,Task,670,No Answer,Internal,In Progress,Normal,Connect with VP of Operations
